review_idx,sentence_idx,aspect,sentence,true_label,baseline_pred,bert_pred,category,n_words,has_negation_marker
1374,13,product quality and performance,It will not cause the front room in your house to look like a play barn!! <br,negative,negative,positive,bert_introduces_new_error,17,True
1374,13,"design, appearance and looks",It will not cause the front room in your house to look like a play barn!! <br,negative,negative,positive,bert_introduces_new_error,17,True
1374,14,product quality and performance,/>The comfort is amazing with this mat!,positive,positive,positive,both_correct,7,False
1374,14,"comfort, softness and texture",/>The comfort is amazing with this mat!,positive,positive,positive,both_correct,7,False
1374,15,product quality and performance,"The intelligence put into this design; to create the right layers of cushion all ergonomically mastered for safety, comfort and longevity..",positive,positive,positive,both_correct,21,False
1374,15,"comfort, softness and texture","The intelligence put into this design; to create the right layers of cushion all ergonomically mastered for safety, comfort and longevity..",positive,positive,positive,both_correct,21,False
1374,16,"design, appearance and looks",A trifecta of goodness!,positive,positive,positive,both_correct,4,False
1374,16,product quality and performance,A trifecta of goodness!,positive,positive,positive,both_correct,4,False
1374,17,product quality and performance,Sold at a higher price point it should be top quality and it is!,positive,positive,positive,both_correct,14,False
1374,18,"durability, washability and longevity","This has the ability to go the distance of child rearing , if cared for and stored appropriately.",positive,positive,positive,both_correct,18,False
1374,18,product quality and performance,"This has the ability to go the distance of child rearing , if cared for and stored appropriately.",positive,positive,positive,both_correct,18,False
1374,19,product quality and performance,"Truly, NO detail was left out of the quality/comfort department- this is best described as a thick padded gymnastics/tumbling mat.",negative,positive,negative,bert_fixes_baseline_error,20,True
1374,19,"comfort, softness and texture","Truly, NO detail was left out of the quality/comfort department- this is best described as a thick padded gymnastics/tumbling mat.",negative,positive,negative,bert_fixes_baseline_error,20,True
1374,20,product quality and performance,"It performs more in line with a commercial/Olympic quality.. but, with the ease of using in your own home!",positive,positive,positive,both_correct,19,False
1374,20,"ease of use, assembly and convenience","It performs more in line with a commercial/Olympic quality.. but, with the ease of using in your own home!",positive,positive,positive,both_correct,19,False
1374,21,"price, cost and value for money",Definitely an investment worth making! I hope this info helps.. Feel free to let me know!,positive,positive,positive,both_correct,16,False
1374,21,product quality and performance,Definitely an investment worth making! I hope this info helps.. Feel free to let me know!,positive,positive,positive,both_correct,16,False
1380,0,"ease of use, assembly and convenience","Loving these- Such a cleaver idea for anyone needing a third hand or, extra space.",positive,negative,positive,bert_fixes_baseline_error,15,False
1380,0,"design, appearance and looks","Loving these- Such a cleaver idea for anyone needing a third hand or, extra space.",positive,negative,positive,bert_fixes_baseline_error,15,False
1380,2,"ease of use, assembly and convenience",easy.. I placed this onto the U-shaped handle of our baby stroller..,negative,negative,negative,both_correct,12,False
1380,2,safety for babies and children,easy.. I placed this onto the U-shaped handle of our baby stroller..,negative,negative,negative,both_correct,12,False
1380,3,"ease of use, assembly and convenience","To do so, is simple and straightforward.",positive,positive,positive,both_correct,7,False
1380,4,"ease of use, assembly and convenience",Think little hinged carabiner- and supersize it..,negative,negative,negative,both_correct,7,False
1380,4,"design, appearance and looks",Think little hinged carabiner- and supersize it..,negative,negative,negative,both_correct,7,False
1380,5,product quality and performance,Works the same.,positive,positive,positive,both_correct,3,False
1380,6,"design, appearance and looks","NOTE: there is ""click locking mechanism"" on this, once in place- I chose to cover a small section of handle with coban medical wrap..",negative,negative,negative,both_correct,24,True
1380,7,safety for babies and children,I didn't want metal from the clip to scratch stroller handle AND.. it also helps keep clip in place and from slipping down the side.,positive,negative,positive,bert_fixes_baseline_error,25,True
1380,7,"design, appearance and looks",I didn't want metal from the clip to scratch stroller handle AND.. it also helps keep clip in place and from slipping down the side.,positive,negative,positive,bert_fixes_baseline_error,25,True
1380,8,"comfort, softness and texture",Part of clip I'd covered with padding..,negative,negative,negative,both_correct,7,False
1380,9,safety for babies and children,"but, they do have a tendency to turn.. not a big deal- just extra Precaution!",negative,negative,negative,both_correct,15,True
1380,11,product quality and performance,"I personally chose coban bc, it's self adhering and has no sticky residue! This set comes with 2 hooks- and placing both on the handle will keep whatever you hang- balanced.",positive,negative,positive,bert_fixes_baseline_error,31,True
1380,11,"ease of use, assembly and convenience","I personally chose coban bc, it's self adhering and has no sticky residue! This set comes with 2 hooks- and placing both on the handle will keep whatever you hang- balanced.",positive,negative,positive,bert_fixes_baseline_error,31,True
1380,12,"ease of use, assembly and convenience","But, FYI- you can do this with one clip.. these can handle the weight no problem!",positive,positive,positive,both_correct,16,True
1380,12,product quality and performance,"But, FYI- you can do this with one clip.. these can handle the weight no problem!",positive,positive,positive,both_correct,16,True
1380,13,"design, appearance and looks","(and that's coming from someone who carries in Mary Poppins purse- aka, bigger bc, it holds a lot of things!) TBH-",positive,positive,negative,bert_introduces_new_error,21,False
1380,13,"ease of use, assembly and convenience","(and that's coming from someone who carries in Mary Poppins purse- aka, bigger bc, it holds a lot of things!) TBH-",positive,positive,negative,bert_introduces_new_error,21,False
1380,14,"size, dimensions and fit","baskets on strollers are not roomy, mine fits diaper bag/blanket.. leaving nowhere to put my purse.",negative,negative,negative,both_correct,16,True
1380,14,safety for babies and children,"baskets on strollers are not roomy, mine fits diaper bag/blanket.. leaving nowhere to put my purse.",negative,negative,negative,both_correct,16,True
1380,15,"size, dimensions and fit",I've tried using a small backpack to combat the space issue-,negative,negative,negative,both_correct,11,False
1380,16,"price, cost and value for money","but, that can get heavy after a period of time.. and/or, obnoxious taking on and off every time you need your wallet!",negative,negative,negative,both_correct,22,False
1380,17,"ease of use, assembly and convenience",This clip allows you to hang purse in front for easy access..,negative,negative,negative,both_correct,12,False
1380,17,"design, appearance and looks",This clip allows you to hang purse in front for easy access..,negative,negative,negative,both_correct,12,False
1380,20,"ease of use, assembly and convenience","If, you find yourself involved in a shopping marathon- this is a great option to hold and collect your bags as you go along! Best of all-",positive,positive,positive,both_correct,27,False
1380,23,"ease of use, assembly and convenience","and I've put them to use as, these are just so handy!!",positive,positive,positive,both_correct,12,False
1380,23,product quality and performance,"and I've put them to use as, these are just so handy!!",positive,positive,positive,both_correct,12,False
1380,24,"ease of use, assembly and convenience",I hung x1 in the garage: it holds the handful of dog leashes.. and helps keep them organized and in x1 place- which is lifesaving!!,positive,positive,positive,both_correct,25,False
1380,24,product quality and performance,I hung x1 in the garage: it holds the handful of dog leashes.. and helps keep them organized and in x1 place- which is lifesaving!!,positive,positive,positive,both_correct,25,False
1380,25,"size, dimensions and fit",I put x1 in my teens bathroom-,negative,negative,negative,both_correct,7,False
1380,25,"design, appearance and looks",I put x1 in my teens bathroom-,negative,negative,negative,both_correct,7,False
1380,26,"ease of use, assembly and convenience",it's perfect for securely hanging the toiletry/shaving bag for my son..,positive,positive,positive,both_correct,11,False
1380,26,product quality and performance,it's perfect for securely hanging the toiletry/shaving bag for my son..,positive,positive,positive,both_correct,11,False
1380,27,product quality and performance,"Otherwise, this would sit out on the counter and drive me crazy!",negative,positive,negative,bert_fixes_baseline_error,12,False
1380,27,"ease of use, assembly and convenience","Otherwise, this would sit out on the counter and drive me crazy!",negative,positive,negative,bert_fixes_baseline_error,12,False
1380,28,"design, appearance and looks","My daughter who lives in college dorms, asked for a set to take back to school with her..",negative,negative,negative,both_correct,18,False
1380,30,product quality and performance,"Soo many uses!! Hands down, I recommend 100%..",positive,positive,positive,both_correct,8,False
1380,31,product quality and performance,You cannot go wrong!!,positive,negative,positive,bert_fixes_baseline_error,4,True
1380,32,product quality and performance,The ease and convenience provided is fantastic- and the extra options are a total bonus! <br,positive,positive,positive,both_correct,16,False
1380,32,"ease of use, assembly and convenience",The ease and convenience provided is fantastic- and the extra options are a total bonus! <br,positive,positive,positive,both_correct,16,False
1383,0,"comfort, softness and texture","These are absolutely fantastic if, you have sensitive skin and let's just be honest, what baby doesn't!?? <br",positive,positive,positive,both_correct,18,True
1383,0,product quality and performance,"These are absolutely fantastic if, you have sensitive skin and let's just be honest, what baby doesn't!?? <br",positive,positive,positive,both_correct,18,True
1383,1,"price, cost and value for money",/>Being a family of pure Icelandic descent- we have always needed to error on the side of caution with any product used..,negative,positive,negative,bert_fixes_baseline_error,22,False
1383,4,safety for babies and children,"Which then, translates to being extra cautious and appropriate when using products on brand new newborns skin!",positive,positive,positive,both_correct,17,False
1383,9,product quality and performance,/>The strength of these individual sheets is just what we expect from Huggies.. these have the necessary thickness to do the job without worry of tearing the wipe!,positive,negative,positive,bert_fixes_baseline_error,28,False
1383,9,"durability, washability and longevity",/>The strength of these individual sheets is just what we expect from Huggies.. these have the necessary thickness to do the job without worry of tearing the wipe!,positive,negative,positive,bert_fixes_baseline_error,28,False
1383,10,"price, cost and value for money","Huge bonus.. (biggest complaint with plenty of generic brands- you get what you pay for.. and I'll be honest, I don't want poop hands!!)",positive,positive,positive,both_correct,24,True
1383,10,product quality and performance,"Huge bonus.. (biggest complaint with plenty of generic brands- you get what you pay for.. and I'll be honest, I don't want poop hands!!)",positive,positive,positive,both_correct,24,True
1383,11,"design, appearance and looks",These wipes have an indented print which actually serves a purpose and no!,negative,negative,negative,both_correct,13,False
1383,11,product quality and performance,These wipes have an indented print which actually serves a purpose and no!,negative,negative,negative,both_correct,13,False
1383,12,product quality and performance,It's not to be decorative..,negative,positive,negative,bert_fixes_baseline_error,5,True
1383,12,"durability, washability and longevity",It's not to be decorative..,negative,positive,negative,bert_fixes_baseline_error,5,True
1383,13,product quality and performance,"The tiny imprinted texture is there to help remove necessary debris from whatever it is you're cleaning up.. these are much more capable of doing the job then, those without this imprint.",negative,positive,positive,both_wrong,32,False
1383,13,"design, appearance and looks","The tiny imprinted texture is there to help remove necessary debris from whatever it is you're cleaning up.. these are much more capable of doing the job then, those without this imprint.",negative,positive,positive,both_wrong,32,False
1383,15,product quality and performance,I've changed my share of diapers.. one place you cannot cut quality is in a baby wipe.,negative,negative,negative,both_correct,17,True
1383,15,"comfort, softness and texture",I've changed my share of diapers.. one place you cannot cut quality is in a baby wipe.,negative,negative,negative,both_correct,17,True
1383,17,product quality and performance,A good quality wipe makes all the difference!! <br,positive,positive,positive,both_correct,9,False
1383,17,"durability, washability and longevity",A good quality wipe makes all the difference!! <br,positive,positive,positive,both_correct,9,False
1383,18,"design, appearance and looks",/>After using myself on hands/face..,negative,negative,negative,both_correct,5,False
1383,18,"comfort, softness and texture",/>After using myself on hands/face..,negative,negative,negative,both_correct,5,False
1383,19,product quality and performance,x2 daily with no adverse reaction.,positive,negative,positive,bert_fixes_baseline_error,6,True
1383,20,safety for babies and children,"I put these to the test on my 10 day old nephew, who was staying for a weekend ""sleepover"" (let's face it, a tired mama needs sleep too..)",negative,negative,negative,both_correct,28,False
1383,20,product quality and performance,"I put these to the test on my 10 day old nephew, who was staying for a weekend ""sleepover"" (let's face it, a tired mama needs sleep too..)",negative,negative,negative,both_correct,28,False
1383,21,product quality and performance,Not only we're the wipes helpful with diaper changing..,negative,negative,positive,bert_introduces_new_error,9,True
1383,22,safety for babies and children,"but, they also provided much needed cleaning assistance with the umbilical cord and circumcision after care-",negative,negative,negative,both_correct,16,False
1383,23,product quality and performance,"IF, this gives you an idea of just how capable these wipes are..",negative,positive,positive,both_wrong,13,False
1383,23,"durability, washability and longevity","IF, this gives you an idea of just how capable these wipes are..",negative,positive,positive,both_wrong,13,False
1383,24,product quality and performance,"they're safe on any body part!! I'd recommend, as these are totally on point and do just as they say- for any who need something for sensitive skin..",positive,positive,positive,both_correct,28,False
1383,25,"price, cost and value for money",they are worth the investment. I hope this info.,positive,positive,positive,both_correct,9,False
1383,25,product quality and performance,they are worth the investment. I hope this info.,positive,positive,positive,both_correct,9,False
1398,0,"design, appearance and looks",Love it !!,positive,positive,positive,both_correct,3,False
1398,0,"comfort, softness and texture",Love it !!,positive,positive,positive,both_correct,3,False
1398,1,"ease of use, assembly and convenience",Sticks well and easy to put together .,positive,positive,positive,both_correct,8,False
1398,1,product quality and performance,Sticks well and easy to put together .,positive,positive,positive,both_correct,8,False
1407,0,"price, cost and value for money",Great flavor way cheaper than buying it by the bottle and you can use the same bottle and recycle it there you go,positive,positive,positive,both_correct,23,False
1418,0,product quality and performance,"Viscosity of the oil is higher compared with a well known brand I use, but absorbency is fast and leaves no oily shine.",negative,positive,negative,bert_fixes_baseline_error,23,True
1418,0,"price, cost and value for money","Viscosity of the oil is higher compared with a well known brand I use, but absorbency is fast and leaves no oily shine.",negative,negative,negative,both_correct,23,True
1418,1,product quality and performance,"Negligible frangrance, and has no synthetic smell.",negative,negative,negative,both_correct,7,True
1418,2,"design, appearance and looks",I use this after bath/shower and keeps the skin super soft. The real negative is the design of the cap and tiny hole that the oil flows through.,negative,positive,negative,bert_fixes_baseline_error,28,False
1418,2,product quality and performance,I use this after bath/shower and keeps the skin super soft. The real negative is the design of the cap and tiny hole that the oil flows through.,negative,positive,negative,bert_fixes_baseline_error,28,False
1418,2,"comfort, softness and texture",I use this after bath/shower and keeps the skin super soft. The real negative is the design of the cap and tiny hole that the oil flows through.,negative,positive,negative,bert_fixes_baseline_error,28,False
1418,4,product quality and performance,A squeeze of the bottle and the oil over shoots.,negative,positive,negative,bert_fixes_baseline_error,10,False
1418,5,product quality and performance,I am going to transfer the oil to another functioning bottle,negative,negative,negative,both_correct,11,True
1418,5,customer service and seller support,I am going to transfer the oil to another functioning bottle,negative,negative,negative,both_correct,11,True
1434,0,safety for babies and children,Safe for babies.,positive,positive,positive,both_correct,3,False
1434,0,"comfort, softness and texture",Safe for babies.,positive,positive,positive,both_correct,3,False
1450,0,"comfort, softness and texture",This is a great sleeper sack!,negative,positive,positive,both_wrong,6,False
1450,0,product quality and performance,This is a great sleeper sack!,negative,positive,positive,both_wrong,6,False
1450,1,"comfort, softness and texture",Super soft and warm!,positive,positive,positive,both_correct,4,False
1450,1,product quality and performance,Super soft and warm!,positive,positive,positive,both_correct,4,False
1450,3,"size, dimensions and fit",Here are pictures of the aftual package with sizing info to help you decide which is right for you.,positive,positive,negative,bert_introduces_new_error,19,False
1450,3,"design, appearance and looks",Here are pictures of the aftual package with sizing info to help you decide which is right for you.,positive,positive,negative,bert_introduces_new_error,19,False
1453,0,product quality and performance,Product came as expected just didn't stick to our smooth material of our tub.,negative,negative,positive,bert_introduces_new_error,14,True
1455,0,"design, appearance and looks",The gate we purchased for our daughter to place on her stairway not only of good quality but looks great with there home decor ..thank you!,positive,positive,positive,both_correct,26,True
1455,0,product quality and performance,The gate we purchased for our daughter to place on her stairway not only of good quality but looks great with there home decor ..thank you!,positive,positive,positive,both_correct,26,True
1458,0,"packaging, shipping and delivery",I have never been so disgusted at the wording you used on the outside of the package.,negative,negative,negative,both_correct,17,True
1458,3,product quality and performance,Product worked well just don't read the information,negative,positive,negative,bert_fixes_baseline_error,8,True
1463,0,product quality and performance,These trays are wonderful.,positive,positive,positive,both_correct,4,False
1463,0,"design, appearance and looks",These trays are wonderful.,positive,positive,positive,both_correct,4,False
1463,1,"ease of use, assembly and convenience",I use them to keep my upright freezer organized so that I know what I have in there.,negative,positive,negative,bert_fixes_baseline_error,18,False
1463,1,"design, appearance and looks",I use them to keep my upright freezer organized so that I know what I have in there.,negative,positive,negative,bert_fixes_baseline_error,18,False
1468,1,"size, dimensions and fit",They are also really large.,positive,positive,positive,both_correct,5,False
1468,1,"design, appearance and looks",They are also really large.,positive,positive,positive,both_correct,5,False
1468,2,"comfort, softness and texture",They are perfect for swaddling.,positive,positive,positive,both_correct,5,False
1468,2,product quality and performance,They are perfect for swaddling.,positive,positive,positive,both_correct,5,False
1468,3,product quality and performance,I absolutely loved these.,positive,positive,positive,both_correct,4,False
1468,3,"comfort, softness and texture",I absolutely loved these.,positive,positive,positive,both_correct,4,False
1480,0,product quality and performance,These bottles are fine.,positive,positive,positive,both_correct,4,False
1480,0,"design, appearance and looks",These bottles are fine.,positive,positive,positive,both_correct,4,False
1480,3,"ease of use, assembly and convenience",I prefer more simplicity.,positive,positive,positive,both_correct,4,False
1480,3,"comfort, softness and texture",I prefer more simplicity.,positive,positive,positive,both_correct,4,False
1480,4,product quality and performance,But these work fine.,positive,positive,positive,both_correct,4,True
1480,4,"durability, washability and longevity",But these work fine.,positive,positive,positive,both_correct,4,True
1484,0,"ease of use, assembly and convenience",This is a very simple bouncer.,positive,positive,positive,both_correct,6,False
1484,0,product quality and performance,This is a very simple bouncer.,positive,positive,positive,both_correct,6,False
1484,1,"comfort, softness and texture",Great to have somewhere to set the baby.,positive,positive,positive,both_correct,8,False
1484,1,safety for babies and children,Great to have somewhere to set the baby.,positive,positive,positive,both_correct,8,False
1484,2,product quality and performance,"There aren't a lot of bells and whistles, which I like.",positive,positive,negative,bert_introduces_new_error,11,True
1484,2,"comfort, softness and texture","There aren't a lot of bells and whistles, which I like.",positive,positive,negative,bert_introduces_new_error,11,True
1484,3,"design, appearance and looks",It's also slim enough to not be in the way all the time.,negative,negative,negative,both_correct,13,True
1484,3,"size, dimensions and fit",It's also slim enough to not be in the way all the time.,negative,negative,negative,both_correct,13,True
1532,0,product quality and performance,These did not work for me at all.,negative,negative,negative,both_correct,8,True
1532,1,product quality and performance,I tried them multiple times in multiple ways.,negative,negative,negative,both_correct,8,False
1532,1,customer service and seller support,I tried them multiple times in multiple ways.,negative,negative,negative,both_correct,8,False
1532,2,safety for babies and children,"First, you can't just leave them in your bra to collect milk throughout the day.",negative,negative,negative,both_correct,15,True
1532,3,"design, appearance and looks",They look crazy.,negative,positive,negative,bert_fixes_baseline_error,3,False
1532,4,"design, appearance and looks","They are not, in any way, normal looking under your shirt.",negative,negative,negative,both_correct,11,True
1532,6,product quality and performance,"As far as using them to pump, that didn't work either.",negative,negative,negative,both_correct,11,True
1532,7,safety for babies and children,I tried the opposite side while feeding baby— nothing.,negative,negative,negative,both_correct,9,True
1532,8,product quality and performance,I put them on for five minutes when I woke up— nothing.,negative,negative,negative,both_correct,12,True
1532,8,"design, appearance and looks",I put them on for five minutes when I woke up— nothing.,negative,negative,negative,both_correct,12,True
1532,9,product quality and performance,"And if you think there was just no milk, you'd be wrong.",negative,negative,negative,both_correct,12,True
1532,10,product quality and performance,I pumped over 4 oz. from each side with a manual pump in less than 10 minutes after trying to use these.,negative,negative,negative,both_correct,22,False
1532,11,product quality and performance,They just did not work for me at all.,negative,negative,negative,both_correct,9,True
1536,0,"comfort, softness and texture",I love these blankets.,positive,positive,positive,both_correct,4,False
1536,0,"design, appearance and looks",I love these blankets.,positive,positive,positive,both_correct,4,False
1536,1,"comfort, softness and texture","They are cozy, but lightweight.",positive,negative,negative,both_wrong,5,True
1536,1,product quality and performance,"They are cozy, but lightweight.",positive,negative,negative,both_wrong,5,True
1536,2,"comfort, softness and texture",They can be used for swaddling or just covering baby.,negative,negative,negative,both_correct,10,False
1536,3,"comfort, softness and texture",They are super soft when you wash them.,positive,positive,positive,both_correct,8,False
1536,3,product quality and performance,They are super soft when you wash them.,positive,positive,positive,both_correct,8,False
1536,3,"durability, washability and longevity",They are super soft when you wash them.,positive,positive,positive,both_correct,8,False
1536,4,"design, appearance and looks","They look so nice, too.",positive,positive,positive,both_correct,5,False
1536,4,product quality and performance,"They look so nice, too.",positive,positive,positive,both_correct,5,False
1541,0,"comfort, softness and texture",I love this play mat.,positive,positive,positive,both_correct,5,False
1541,0,product quality and performance,I love this play mat.,positive,positive,positive,both_correct,5,False
1541,1,product quality and performance,"It isn't the easiest to store, but that was really my only problem with it.",negative,negative,negative,both_correct,15,True
1541,2,"comfort, softness and texture",It is a plastic/foam type mat.,negative,positive,negative,bert_fixes_baseline_error,6,False
1541,2,"design, appearance and looks",It is a plastic/foam type mat.,negative,positive,negative,bert_fixes_baseline_error,6,False
1541,3,"durability, washability and longevity",It is great outside because you can easily hose it off if needed.,positive,negative,positive,bert_fixes_baseline_error,13,False
1541,3,product quality and performance,It is great outside because you can easily hose it off if needed.,positive,negative,positive,bert_fixes_baseline_error,13,False
1541,5,"durability, washability and longevity",Because the mat is easily washable.,negative,negative,negative,both_correct,6,False
1541,5,"comfort, softness and texture",Because the mat is easily washable.,negative,negative,negative,both_correct,6,False
1543,0,"design, appearance and looks",This car seat is really nice.,positive,positive,positive,both_correct,6,False
1543,0,product quality and performance,This car seat is really nice.,positive,positive,positive,both_correct,6,False
1543,1,"design, appearance and looks",The fabric is really luxe-looking and great for a boy or girl.,positive,positive,positive,both_correct,12,False
1543,1,"comfort, softness and texture",The fabric is really luxe-looking and great for a boy or girl.,positive,positive,positive,both_correct,12,False
1543,2,"ease of use, assembly and convenience",It comes with a base.,positive,negative,positive,bert_fixes_baseline_error,5,False
1543,2,"comfort, softness and texture",It comes with a base.,positive,negative,positive,bert_fixes_baseline_error,5,False
1543,3,"ease of use, assembly and convenience",The seat is easily transportable and isn't super heavy.,positive,negative,negative,both_wrong,9,True
1543,3,product quality and performance,The seat is easily transportable and isn't super heavy.,positive,negative,negative,both_wrong,9,True
1543,4,product quality and performance,It is really good quality.,positive,positive,positive,both_correct,5,False
1543,4,"design, appearance and looks",It is really good quality.,positive,positive,positive,both_correct,5,False
1543,5,"ease of use, assembly and convenience",The base is easy to install.,positive,positive,positive,both_correct,6,False
1543,5,product quality and performance,The base is easy to install.,positive,positive,positive,both_correct,6,False
1545,0,"comfort, softness and texture",This is a decent baby lotion.,positive,positive,positive,both_correct,6,False
1545,0,product quality and performance,This is a decent baby lotion.,positive,positive,positive,both_correct,6,False
1545,1,product quality and performance,It doesn't bother the baby's skin at all.,negative,positive,positive,both_wrong,8,True
1545,1,"comfort, softness and texture",It doesn't bother the baby's skin at all.,negative,positive,positive,both_wrong,8,True
1545,4,product quality and performance,"It doesn't aggravate skin, but it doesn't seem to be super healing on rashes or anything.",negative,negative,negative,both_correct,16,True
1562,0,"durability, washability and longevity","I have been cloth diapering for 13 years, so I've used quite a few diaper covers.",negative,negative,negative,both_correct,16,False
